Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"MK","Indicateurs macro","710","Afrique du Sud","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","17.248839","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","USD","7063.995647","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2018","2018","%","5.057565","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2019","2019","USD","6702.526591","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2019","2019","%","-5.117063","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2020","2020","USD","5753.066358","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2020","2020","%","-14.165707","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2021","2021","USD","7073.612652","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2021","2021","%","22.953781","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2022","2022","USD","6766.481054","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2022","2022","%","-4.341935","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","008","Albanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","4521.752217","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","008","Albanie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","9.831055","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","008","Albanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","USD","5268.116608","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","008","Albanie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2018","2018","%","16.506087","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","008","Albanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2019","2019","USD","5359.239078","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","008","Albanie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2019","2019","%","1.729697","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","008","Albanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2020","2020","USD","5288.989573","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","008","Albanie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2020","2020","%","-1.310812","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","008","Albanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2021","2021","USD","6281.046775","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","008","Albanie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2021","2021","%","18.757027","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","008","Albanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2022","2022","USD","6655.258391","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","008","Albanie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2022","2022","%","5.95779","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","012","Algérie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","4134.936055","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","012","Algérie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","4.228057","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","012","Algérie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","USD","4171.795392","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","012","Algérie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2018","2018","%","0.891412","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","012","Algérie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2019","2019","USD","4021.983602","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","012","Algérie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2019","2019","%","-3.591063","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","012","Algérie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2020","2020","USD","3354.157303","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","012","Algérie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2020","2020","%","-16.604402","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","012","Algérie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2021","2021","USD","3700.320562","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","012","Algérie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2021","2021","%","10.320424","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","012","Algérie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2022","2022","USD","4273.922183","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","012","Algérie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2022","2022","%","15.501403","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","276","Allemagne","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","44670.222282","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","276","Allemagne","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","6.063881","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","276","Allemagne","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","USD","47944.532735","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","276","Allemagne","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2018","2018","%","7.329962","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","276","Allemagne","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2019","2019","USD","46774.077478","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","276","Allemagne","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2019","2019","%","-2.44127","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","276","Allemagne","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2020","2020","USD","46655.15873","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","276","Allemagne","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2020","2020","%","-0.254241","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","276","Allemagne","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2021","2021","USD","51295.745214","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","276","Allemagne","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2021","2021","%","9.946566","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","276","Allemagne","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2022","2022","USD","48901.658828","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","276","Allemagne","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2022","2022","%","-4.667223","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","020","Andorre","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","40632.206416","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","020","Andorre","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","1.824543","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","020","Andorre","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","USD","42904.822583","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","020","Andorre","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2018","2018","%","5.593139","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","020","Andorre","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2019","2019","USD","41328.634079","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","020","Andorre","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2019","2019","%","-3.673687","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","020","Andorre","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2020","2020","USD","37207.175636","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","020","Andorre","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2020","2020","%","-9.972405","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","020","Andorre","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2021","2021","USD","42065.970756","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","020","Andorre","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2021","2021","%","13.058758","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","020","Andorre","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2022","2022","USD","42293.297081","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","020","Andorre","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2022","2022","%","0.540404","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","024","Angola","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","4042.681382","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","024","Angola","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","16.553488","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","024","Angola","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","USD","3240.862207","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","024","Angola","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2018","2018","%","-19.833846","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","024","Angola","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2019","2019","USD","2569.629757","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","024","Angola","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2019","2019","%","-20.71154","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","024","Angola","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2020","2020","USD","1639.951023","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","024","Angola","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2020","2020","%","-36.179482","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","024","Angola","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2021","2021","USD","2026.030952","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","024","Angola","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2021","2021","%","23.542162","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","024","Angola","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2022","2022","USD","3183.699796","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","024","Angola","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2022","2022","%","57.139741","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","660","Anguilla","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","18718.318718","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","660","Anguilla","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","-13.42068","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","660","Anguilla","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","USD","21240.732202","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","660","Anguilla","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2018","2018","%","13.475641","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","660","Anguilla","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2019","2019","USD","24495.015171","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","660","Anguilla","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2019","2019","%","15.320954","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","660","Anguilla","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2020","2020","USD","16582.659014","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","660","Anguilla","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2020","2020","%","-32.301904","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","660","Anguilla","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2021","2021","USD","19106.060927","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","660","Anguilla","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2021","2021","%","15.217112","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","660","Anguilla","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2022","2022","USD","28561.285003","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","660","Anguilla","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2022","2022","%","49.488087","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","028","Antigua-et-Barbuda","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","16110.3124","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","028","Antigua-et-Barbuda","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","1.561282","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","028","Antigua-et-Barbuda","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","USD","17514.355864","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","028","Antigua-et-Barbuda","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2018","2018","%","8.715184","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","028","Antigua-et-Barbuda","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2019","2019","USD","18187.779712","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","028","Antigua-et-Barbuda","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2019","2019","%","3.844982","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","028","Antigua-et-Barbuda","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2020","2020","USD","15303.278112","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","028","Antigua-et-Barbuda","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2020","2020","%","-15.859559","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","028","Antigua-et-Barbuda","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2021","2021","USD","16740.348196","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","028","Antigua-et-Barbuda","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2021","2021","%","9.390602","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","028","Antigua-et-Barbuda","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2022","2022","USD","18880.028883","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","028","Antigua-et-Barbuda","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2022","2022","%","12.781578","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","682","Arabie saoudite","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","20910.482962","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","682","Arabie saoudite","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","4.917488","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","682","Arabie saoudite","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","USD","24175.583124","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","682","Arabie saoudite","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2018","2018","%","15.614656","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","682","Arabie saoudite","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2019","2019","USD","23405.706109","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","682","Arabie saoudite","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2019","2019","%","-3.184524","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","682","Arabie saoudite","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2020","2020","USD","20398.060987","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","682","Arabie saoudite","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2020","2020","%","-12.850051","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","682","Arabie saoudite","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2021","2021","USD","24160.676046","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","682","Arabie saoudite","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2021","2021","%","18.445944","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","682","Arabie saoudite","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2022","2022","USD","30436.278303","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","682","Arabie saoudite","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2022","2022","%","25.974448","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","032","Argentine","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","14609.78337","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","032","Argentine","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","14.429876","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","032","Argentine","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","USD","11816.649537","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","032","Argentine","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2018","2018","%","-19.118243","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","032","Argentine","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2019","2019","USD","10006.693111","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","032","Argentine","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2019","2019","%","-15.317002","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","032","Argentine","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2020","2020","USD","8565.153126","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","032","Argentine","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2020","2020","%","-14.405758","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","032","Argentine","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2021","2021","USD","10775.999836","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","032","Argentine","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2021","2021","%","25.812109","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","032","Argentine","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2022","2022","USD","13867.913268","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","032","Argentine","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2022","2022","%","28.692589","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","051","Arménie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","4041.995072","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","051","Arménie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","9.838244","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","051","Arménie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","USD","4391.923274","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","051","Arménie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2018","2018","%","8.657313","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","051","Arménie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2019","2019","USD","4828.504889","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","051","Arménie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2019","2019","%","9.940556","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","051","Arménie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2020","2020","USD","4505.867746","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","051","Arménie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2020","2020","%","-6.681927","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","051","Arménie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2021","2021","USD","4972.786412","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","051","Arménie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2021","2021","%","10.362458","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","051","Arménie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2022","2022","USD","7018.113045","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","051","Arménie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2022","2022","%","41.130393","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","533","Aruba","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","29329.092343","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","533","Aruba","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","3.090937","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","533","Aruba","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","USD","30918.483584","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","533","Aruba","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2018","2018","%","5.419162","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","533","Aruba","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2019","2019","USD","31902.757333","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","533","Aruba","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2019","2019","%","3.183447","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","533","Aruba","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2020","2020","USD","24008.127822","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","533","Aruba","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2020","2020","%","-24.745916","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","533","Aruba","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2021","2021","USD","29127.759386","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","533","Aruba","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2021","2021","%","21.324576","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","533","Aruba","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2022","2022","USD","33300.838821","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","533","Aruba","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2022","2022","%","14.326812","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","036","Australie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","57489.804356","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","036","Australie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","6.355818","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","036","Australie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","USD","58327.726542","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","036","Australie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2018","2018","%","1.457514","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","036","Australie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2019","2019","USD","54407.644621","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","036","Australie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2019","2019","%","-6.720787","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","036","Australie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2020","2020","USD","56001.553064","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","036","Australie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2020","2020","%","2.929567","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","036","Australie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2021","2021","USD","67616.301208","X","Ciffre de sources internationales",""
